postalcode	city	address
8942413	大島郡瀬戸内町	嘉入
8942414	大島郡瀬戸内町	三浦
8942415	大島郡瀬戸内町	知之浦
8942416	大島郡瀬戸内町	武名
8942417	大島郡瀬戸内町	木慈
8942501	大島郡瀬戸内町	池地
8942502	大島郡瀬戸内町	請阿室
8942601	大島郡瀬戸内町	与路
8943100	大島郡大和村	以下に掲載がない場合
8943101	大島郡大和村	国直
8943102	大島郡大和村	湯湾釜
8943103	大島郡大和村	津名久
8943104	大島郡大和村	思勝
8943105	大島郡大和村	大和浜
8943106	大島郡大和村	大棚
8943107	大島郡大和村	大金久
8943211	大島郡大和村	戸円
8943212	大島郡大和村	名音
8943213	大島郡大和村	志戸勘
8943214	大島郡大和村	今里
8943300	大島郡宇検村	以下に掲載がない場合
8943301	大島郡宇検村	湯湾
8943302	大島郡宇検村	芦検
8943303	大島郡宇検村	田検
8943304	大島郡宇検村	須古
8943305	大島郡宇検村	石良
8943411	大島郡宇検村	宇検
8943412	大島郡宇検村	久志
8943413	大島郡宇検村	生勝
8943521	大島郡宇検村	名柄
8943522	大島郡宇検村	佐念
8943523	大島郡宇検村	部連
8943631	大島郡宇検村	平田
8943632	大島郡宇検村	阿室
8943633	大島郡宇検村	屋鈍
8961101	薩摩川内市	里町里
8961201	薩摩川内市	上甑町中甑
8961202	薩摩川内市	上甑町中野
8961203	薩摩川内市	上甑町江石
8961204	薩摩川内市	上甑町小島
8961205	薩摩川内市	上甑町瀬上
8961206	薩摩川内市	上甑町桑之浦
8961281	薩摩川内市	上甑町平良
8961301	薩摩川内市	鹿島町藺牟田
8961411	薩摩川内市	下甑町長浜
8961412	薩摩川内市	下甑町瀬々野浦（1700番地~、内川内）
8961512	薩摩川内市	下甑町瀬々野浦（その他）
8961521	薩摩川内市	下甑町青瀬
8961601	薩摩川内市	下甑町手打
8961602	薩摩川内市	下甑町片野浦
8991501	出水郡長島町	獅子島
9011501	南城市	知念久高
9013100	島尻郡久米島町	以下に掲載がない場合
9013101	島尻郡久米島町	宇江城
9013102	島尻郡久米島町	比屋定
9013103	島尻郡久米島町	阿嘉
9013104	島尻郡久米島町	真謝
9013105	島尻郡久米島町	宇根
9013106	島尻郡久米島町	奥武
9013107	島尻郡久米島町	謝名堂
9013108	島尻郡久米島町	比嘉
9013111	島尻郡久米島町	山城
9013112	島尻郡久米島町	真我里
9013113	島尻郡久米島町	銭田
9013114	島尻郡久米島町	島尻
9013115	島尻郡久米島町	儀間
9013121	島尻郡久米島町	嘉手苅
9013122	島尻郡久米島町	兼城
9013123	島尻郡久米島町	大田
9013124	島尻郡久米島町	仲泊
9013125	島尻郡久米島町	鳥島
9013131	島尻郡久米島町	西銘
9013132	島尻郡久米島町	大原
9013133	島尻郡久米島町	北原
9013134	島尻郡久米島町	具志川
9013135	島尻郡久米島町	仲村渠
9013136	島尻郡久米島町	仲地
9013137	島尻郡久米島町	山里
9013138	島尻郡久米島町	上江洲
9013311	島尻郡座間味村	阿嘉
9013312	島尻郡座間味村	慶留間
9013400	島尻郡座間味村	以下に掲載がない場合
9013401	島尻郡座間味村	阿佐
9013402	島尻郡座間味村	座間味
9013403	島尻郡座間味村	阿真
9013500	島尻郡渡嘉敷村	以下に掲載がない場合
9013501	島尻郡渡嘉敷村	渡嘉敷
9013502	島尻郡渡嘉敷村	阿波連
9013601	島尻郡渡名喜村	渡名喜村一円
9013700	島尻郡粟国村	以下に掲載がない場合
9013701	島尻郡粟国村	浜
9013702	島尻郡粟国村	東
9013703	島尻郡粟国村	西
9013800	島尻郡南大東村	以下に掲載がない場合
9013801	島尻郡南大東村	北
9013802	島尻郡南大東村	新東
9013803	島尻郡南大東村	旧東
9013804	島尻郡南大東村	南
9013805	島尻郡南大東村	在所
9013806	島尻郡南大東村	池之沢
9013900	島尻郡北大東村	以下に掲載がない場合
9013901	島尻郡北大東村	南
9013902	島尻郡北大東村	中野
9013903	島尻郡北大東村	港
9042315	うるま市	勝連浜
9042316	うるま市	勝連比嘉
9042317	うるま市	勝連津堅
9042421	うるま市	与那城伊計
9042422	うるま市	与那城池味
9042423	うるま市	与那城宮城
9042424	うるま市	与那城上原
9042425	うるま市	与那城桃原
9042426	うるま市	与那城平安座
9042427	うるま市	与那城屋平
9042428	うるま市	与那城平宮
9050500	国頭郡伊江村	以下に掲載がない場合
9050501	国頭郡伊江村	東江上
9050502	国頭郡伊江村	東江前
9050503	国頭郡伊江村	川平
9050504	国頭郡伊江村	西江前
9050505	国頭郡伊江村	西江上
9050600	島尻郡伊是名村	以下に掲載がない場合
9050601	島尻郡伊是名村	内花
9050602	島尻郡伊是名村	諸見
9050603	島尻郡伊是名村	仲田
9050604	島尻郡伊是名村	伊是名
9050605	島尻郡伊是名村	勢理客
9050700	島尻郡伊平屋村	以下に掲載がない場合
9050701	島尻郡伊平屋村	田名
9050702	島尻郡伊平屋村	前泊
9050703	島尻郡伊平屋村	我喜屋
9050704	島尻郡伊平屋村	島尻
9050705	島尻郡伊平屋村	野甫
9060000	宮古島市	以下に掲載がない場合
9060001	宮古島市	平良大神
9060002	宮古島市	平良狩俣
9060003	宮古島市	平良島尻
9060004	宮古島市	平良大浦
9060005	宮古島市	平良西原
9060006	宮古島市	平良西仲宗根
9060007	宮古島市	平良東仲宗根
9060008	宮古島市	平良荷川取
9060011	宮古島市	平良東仲宗根添
9060012	宮古島市	平良西里
9060013	宮古島市	平良下里
9060014	宮古島市	平良松原
9060015	宮古島市	平良久貝
9060101	宮古島市	城辺保良
9060102	宮古島市	城辺新城
9060103	宮古島市	城辺福里
9060104	宮古島市	城辺比嘉
9060105	宮古島市	城辺長間
9060106	宮古島市	城辺西里添
9060107	宮古島市	城辺友利
9060108	宮古島市	城辺砂川
9060109	宮古島市	城辺下里添
9060201	宮古島市	上野野原
9060202	宮古島市	上野新里
9060203	宮古島市	上野宮国
9060204	宮古島市	上野上野
9060301	宮古島市	下地川満
9060302	宮古島市	下地嘉手苅
9060303	宮古島市	下地洲鎌
9060304	宮古島市	下地上地
9060305	宮古島市	下地与那覇
9060306	宮古島市	下地来間
9060421	宮古島市	平良池間
9060422	宮古島市	平良前里
9060501	宮古島市	伊良部前里添
9060502	宮古島市	伊良部池間添
9060503	宮古島市	伊良部伊良部
9060504	宮古島市	伊良部仲地
9060505	宮古島市	伊良部国仲
9060506	宮古島市	伊良部長浜
9060507	宮古島市	伊良部佐和田
9060600	宮古郡多良間村	以下に掲載がない場合
9060601	宮古郡多良間村	塩川
9060602	宮古郡多良間村	仲筋
9060603	宮古郡多良間村	水納
9070000	八重山郡竹富町	以下に掲載がない場合
9070001	石垣市	大浜
9070002	石垣市	真栄里
9070003	石垣市	平得
9070004	石垣市	登野城
9070011	石垣市	八島町
9070012	石垣市	美崎町
9070013	石垣市	浜崎町
9070014	石垣市	新栄町
9070021	石垣市	名蔵
9070022	石垣市	大川
9070023	石垣市	石垣
9070024	石垣市	新川
9070241	石垣市	桃里
9070242	石垣市	白保
9070243	石垣市	宮良
9070331	石垣市	平久保
9070332	石垣市	伊原間
9070333	石垣市	野底
9070451	石垣市	桴海
9070452	石垣市	崎枝
9070453	石垣市	川平
9071101	八重山郡竹富町	竹富
9071221	八重山郡竹富町	小浜
9071311	八重山郡竹富町	黒島
9071431	八重山郡竹富町	高那
9071432	八重山郡竹富町	古見
9071433	八重山郡竹富町	南風見仲
9071434	八重山郡竹富町	南風見
9071435	八重山郡竹富町	新城
9071541	八重山郡竹富町	上原
9071542	八重山郡竹富町	西表
9071543	八重山郡竹富町	崎山
9071544	八重山郡竹富町	鳩間
9071751	八重山郡竹富町	波照間
9071800	八重山郡与那国町	以下に掲載がない場合
9071801	八重山郡与那国町	与那国
